Seed 0,Seed 1,Seed 2,Seed 3,Seed 4,Seed 5
-23.485725284151208,258.1489022867993,-36.52256372378997,179.12364557867917,-237.94168110078763,86.49913988150195
-80.57422543431909,268.90895981767045,-1.4499718472363412,26.33346742153365,247.8493097718316,11.527273512965927
215.56275049833684,52.71941904593132,-41.44838155440082,178.64205241194685,214.79214298955688,-1.624444177992741
254.4810987770953,230.8515297314709,215.19066535137006,25.342443748935196,160.66470443489808,140.0506741702644
-90.3253972400751,246.78756466074083,-60.29982156215746,95.37153796229057,242.25723281311915,104.6919732581824
-97.84823886418081,-262.1793801508586,-47.73371418249479,244.55837414070754,251.37122602345752,-24.758403447323627
202.038577709125,310.15436458568297,-70.64519065865778,79.84225688212594,221.30124451681814,-58.26699109189234
-53.893669889349304,255.01897317507633,-72.08637841947136,212.57834279494045,276.8711211174618,-46.71894021115534
7.109465551407354,260.5168293770675,288.12866464210094,226.31728386922273,229.62733717404367,140.9617529423319
274.6231684014708,251.7445191851173,236.2344351381448,207.36031866131006,206.7009827401975,14.584742240543253
-3.982338239119308,277.3180727880508,244.30547660639184,192.34148958813267,250.04749525707354,12.520891740634921
-12.50473515227768,259.2176543066771,-62.43339787922293,294.8426273936608,-131.12277202982858,2.016687590522327
100.1998381406305,246.4136340934379,244.75754119146853,-29.84112974290258,242.69362973651982,-32.5249792656653
-89.95284872018426,207.43459877144463,258.15162398872235,193.62235078092044,-54.17181270130435,-0.9389228093486235
-151.7965599254567,14.064746843181254,-65.68352909899001,-25.29065719640974,253.46860637590152,-50.348237292215096
174.2804062003458,197.59534002768584,264.43944176653014,115.45042445897366,230.52887701766127,-9.909112806790034
-75.30786612804707,257.2720674813256,284.55693344677627,225.29999058143488,249.18074225079675,14.124715659444629
-19.71122555422402,-332.90116017252586,277.8972534891606,-87.91646204437427,240.74628571624277,5.285699025317001
-13.585890784798138,197.2764364731595,-34.309934523228705,-96.49456507955576,206.34812296298978,-8.53680586837589
153.5107389280432,253.18316876851637,267.9914514073715,-16.213894473121222,50.149827943727445,-42.70503089557284
-14.766996898821375,231.5497534214215,-4.302282303569448,-24.941353176050605,224.10073735760517,2.5947335294175096
128.78573349565482,236.53311387954122,0.23226268604358702,175.15675132170682,238.0315559313985,1.081788404976019
16.251862846335627,281.08299876377305,4.992949956504795,94.42200180009908,258.29731583649004,1.2906115361144452
-21.24415557821608,272.8121197956308,210.48889009737957,222.27799828037132,207.86709630827187,242.4583342408069
264.5149562970085,209.02241583684796,278.64008426353473,-7.117150422944199,190.02992994184604,-37.1321115275644
221.97735278700685,228.87785957529215,-129.82329448936105,-30.16218666180695,248.78404372317138,-35.65979813687989
-174.03726921581432,277.3348339260152,218.8786285480232,146.49275173268063,263.0826061189821,-28.491994995028335
-284.07335464046344,274.3977360360459,255.35660002619375,-13.407706012200798,238.25772239552455,-210.67001948083754
-362.7116270709081,-130.47861486978434,287.09766977032416,260.00996416432565,-125.15396711125126,218.634524746252
212.39983938230364,240.9069326365153,-51.041299157246215,172.18675529684018,245.1920950471874,234.1042281409688
222.907257554779,290.1935083078762,-221.85731913447316,-52.56888150551953,276.08206219495173,-57.12431479043493
8.064644196502613,182.55957233760628,46.39885118210506,-2.991988409922554,175.01440337480702,111.36463405990503
31.457704572635052,277.48449430154324,106.64525982402681,-30.550524716864004,246.2345424027917,15.638384907183253
209.6698901462518,179.10185241556835,270.8255138027198,242.3242046793536,-155.69058122124173,21.769184047795484
206.15249162609075,234.07375768606727,29.980888296728835,-35.91625566471217,262.3954113372323,-54.533032938854774
239.54523408338127,206.08113829697052,204.07905631804658,11.634879241831328,187.25941529831422,245.94802548245696
-35.171305207758095,-216.9645885379541,256.95382938985136,2.2825396128588693,242.17725981238752,144.04571853979618
178.0794283078372,261.0472772594102,196.35639942890526,207.5859479003151,54.98445989364501,218.86381990836523
22.426687560139573,216.00851362041305,28.597826107199666,-209.09897993204697,238.39725384559455,163.20893385924506
131.4442111557562,262.497670094048,-8.71990958239899,-283.4063611251371,258.9530551068762,248.87082561154236
-50.296028532288084,242.18754614811712,85.48080894453113,-146.43487911913843,281.10010470809357,209.00885759997036
206.90174382948024,272.1030149314793,274.09607914791206,-168.67630173440466,258.5111635003716,211.83316987412616
-12.44181854167339,255.24470743783684,229.6303006726814,-90.87774117961925,227.92697189878874,34.51229451751872
-56.1877598598332,246.50512804947243,-118.62837660753159,239.6378627494644,269.58108821388606,187.45162890002206
213.85212552547438,241.62780118862548,231.7754840613977,-283.5627085301677,272.0935902015442,202.26056077517754
-4.009052864710355,248.0156377649336,242.70967900357743,-331.3910409846561,256.43926622946964,243.97546558645752
158.5011003361039,255.58525487476737,275.9239840838264,200.36716261982136,273.2114262689555,229.42461379979397
-0.03399272603198167,217.37022107777005,235.7199932875476,213.21838853751026,235.6223498005469,-151.86822557205144
213.92814445195046,234.6284066691292,-437.9229562165068,247.41514422652702,247.47493064283043,163.6166130668343
252.1945487743811,270.33515380028746,-24.083506527265627,241.20958373102016,258.4792726689137,261.16382059113675
227.59518782255066,218.63071809633135,-200.4145062963389,212.4140599492428,195.21654959623402,249.7135766807198
220.70031918196307,253.0731671044777,43.81834478414385,180.33016977844846,272.3320298576589,242.12979508197085
219.2891836953048,233.95820892498338,-178.42817946878745,208.2526064206346,270.70838192763335,231.67763744683006
194.41049833784558,244.55995390181073,-27.762962730544935,185.24660615273126,54.03402246658982,250.8401451223821
271.04557009881086,250.58852925568394,225.04660883484652,262.0375757126035,203.65156119412134,198.19292822650462
167.66657061291562,222.21250938906525,-5.164375433876458,265.6781071496047,264.4651503746438,247.3484123051646
-136.9568338348435,245.02170795896953,275.01513194398325,235.16628169016238,242.52369493523844,228.65400821667322
229.89218781278467,256.43364683184495,244.93337331771653,259.330158377564,263.718091001252,245.3766224285379
224.8002712346975,229.83411469674783,-58.86354841025048,143.55540726622436,237.79655831112962,270.9700015103746
223.21363797799407,195.82720235060555,41.998772077949354,293.3124199942402,293.70210644075536,263.1376059645422
231.57990311578783,205.9294258585501,1.6168630282517142,245.67260067852172,304.13815989793716,204.4018559234393
248.74300690268515,-55.79452767062165,266.7638627421971,-234.08004033938207,253.681265424832,252.66880855047927
266.80131179740727,244.03554353899506,4.498118236324444,201.1861402692636,240.5157839225804,268.89097221190855
255.05567010227827,224.44588991771906,239.49821355241156,288.45703767612355,249.67255682611903,290.08326558055705
233.67973125745405,218.7319466411401,256.64159651161515,298.23762507840524,250.33264453881083,241.4491798055388
-57.6247235657749,194.4197677194543,251.8813575129368,260.86404302553893,248.60703735672573,248.50766447786373
229.9884450089368,223.87144802528374,270.40169926260177,246.7632975542585,265.9127038335596,214.12799439551713
196.5748949143954,233.91639589615266,259.03399808712487,290.73843793578607,259.4786934935821,272.3936293296721
218.6614388443404,253.95372996709787,262.1199979803919,261.0317590503747,272.917798962858,281.7523409545557
222.51487672750488,220.70058364789068,152.5825552361245,-52.71970729280985,262.3504389112451,260.55285268366595
128.80528231401337,253.8030252152576,231.26425528998544,225.06884037455538,270.0575084916359,164.5486565227772
272.7390645973086,-36.64997943183914,-78.76227317270602,201.36576220189505,271.11190855587336,276.50397336509707
221.71254649567854,216.02504560530156,147.1830364719636,269.2518935284536,262.51838036313217,232.8658817331347
254.16756405543342,206.78860495413716,260.83008370181034,260.5811079954419,228.13699804943957,230.58400000440858
-13.497820776417115,200.80191450560898,184.29350444624842,225.7908906559042,257.55015992388013,147.15723381744888
206.30399123537052,209.0039088240411,234.93802356868468,246.87242626906658,293.12596687599387,248.13570884118164
237.98882765428743,222.87042441354555,-153.96378048801225,285.50850896989675,279.5780855248317,291.90453507162937
12.005121780708553,203.19454624393182,156.7696158684085,-42.37036071506128,272.97307333701707,-1.2729220714084246
248.10948648863092,204.6670633117974,-27.84912437714425,-73.28883230719265,261.0552342191509,195.45524617019464
-248.8354556885828,241.29650952565723,-97.46848028654911,282.8025799914715,225.58594233071545,193.0387532340659
35.514162040930245,225.37640907899151,231.42146887676085,-84.30824442435714,299.1218196504483,238.31681919705434
-63.71016072541073,60.08949491396305,280.56618614446984,-148.04701861852465,266.23950596907554,226.61649645031991
191.68471643340595,185.4230375986313,266.7389890927815,-76.60148566626418,273.1055930709344,180.4051063582803
157.93264261103946,242.08476673764923,268.5591075633836,204.18720829186856,301.79714965377315,265.0134581819884
230.98299408842206,273.48126153118625,291.08419712875536,237.11849682157828,280.30734942951665,214.98978940987604
226.29277718909745,253.97146555809675,226.27435359819054,6.048143633115458,285.6571370333605,250.88080775796527
236.68607781562096,126.1216066102892,276.39961392259113,203.4470967979687,272.9833179046439,261.9871352972193
278.3115012180509,247.53030544686482,239.151573800423,214.31321069174194,278.7603876433336,140.31007883857376
59.700559656875754,-295.7769054075407,-91.95056786817887,-86.33186108359591,-4.74865022877394,261.04115713530405
250.347167456694,247.51067661279325,207.66660561237592,267.32384511079874,280.953766461281,262.1246486908898
264.32956543079416,205.75102749166973,-37.20935399630666,-37.8456571876577,236.46859497582588,208.92320917117726
235.81655315476374,221.87822168982353,275.21337101656275,278.8122082330185,270.03438721384504,274.58828190294713
254.37255369797833,260.9608467489875,256.2086994282951,212.15791245893936,273.5168470697177,240.3409949016606
258.58556280670757,237.1435551651437,213.74201242176616,275.4090752474227,264.8009972262995,141.26950278224876
248.22612802674786,265.55774440594865,236.61572191040847,-171.44985277966467,274.8374216050447,273.62542765113415
-60.01056617528283,214.98508885041744,266.4824150671393,-236.91313211002802,265.8624574137067,228.08571940558735
-32.44028231937083,229.27724721433577,278.52243939661315,271.48266358425144,243.06676455341682,227.35575234242856
139.08783806852261,169.06379832924273,231.01934137543307,309.655347411265,244.47459555360362,234.91539992943865
278.89101534148847,149.5256535240971,217.6391281851276,111.92178374213181,267.4728846243156,295.4561238129949
252.7396214452698,259.05273788689703,240.09541608838296,-275.60833310778526,208.40235060713917,259.361134855271
227.26466571892433,-185.5188099214293,229.20040735393292,252.90316361447847,258.67369239347664,224.20262077910502
250.18971933436205,260.8587338426765,241.90929288621052,296.84288621488304,285.446421655672,294.7672993833124
259.0943844377402,243.545951359242,263.04845511973133,202.66433500031823,259.49926932423216,275.6784943110136
268.8919866596648,220.4144245035289,246.43151356115197,243.05729231617107,278.99001140495636,232.91759406598368
216.3861745017353,258.6822379660886,266.81409581770447,271.73043019719887,275.4306672020153,270.2875487241386
182.64817435462064,188.50054684219265,193.92243930804412,217.99779681052962,258.86481532061316,289.8415247033738
251.99746029079031,241.64445571441087,266.22121344752554,276.98795318443587,260.9563582449305,256.21471263550717
240.94536205827225,221.57491673879906,262.3691795199976,315.1907262019148,7.32900673570721,262.55538476398095
228.5512340950332,187.52791002050358,277.81036234123496,188.21089698604197,241.37900232387017,299.31162777588986
251.28231260890968,240.4500589086886,-232.69556133361428,273.86443528169775,264.898801588301,268.79952893394034
259.58674533990717,237.59016954588625,249.74078871464684,273.50093987294593,29.123745713761423,265.9882426600941
236.94292740714513,207.1915532095343,163.98327113782577,-5.675057366495871,281.13503241434034,232.58059807628868
298.408359580441,188.17675593129854,234.70444858290423,-18.319444918618046,221.74037281660162,257.5077045740552
236.5804654316981,200.76662229001482,273.9419195113608,219.9677650562515,254.43815506684425,286.07179382916013
204.51534042611127,207.21443525946285,268.5452864123454,260.7929430643761,216.51998199428624,243.16545349161532
254.7234162677401,215.08626853204123,283.0028142095487,295.34827893006764,-234.52188714615042,223.677121981915
246.8686535336255,169.6263345731444,240.76744362130668,235.593962399119,223.92530993087604,261.8351500248989
267.8895783195654,233.36351799252947,265.07172002582354,235.73037259108048,275.41927400095443,157.6378487157269
248.7305033007201,187.29560052370172,269.8304582077242,251.17381122950712,202.6746934381174,290.8785901591357
234.6240481437189,204.95794376260432,-133.54230265466254,226.3786784050075,250.0683586102804,301.70848169670927
210.3399452118777,238.9253756585231,284.053872800965,253.63471028412624,216.47497568778996,247.18074336070288
255.7963275547151,229.77005013166155,258.9088897381464,259.29300846338083,196.54098627764935,245.84949786887896
268.06330500440856,261.1821471579805,277.2892144220758,182.50215377825447,283.5151798234173,259.581689350951
203.97862153222178,243.9489575713621,40.41292586111177,251.43370720031982,263.0308544897687,200.0992429623454
232.92786725478746,279.045791598326,209.31443727006211,255.03186364645265,21.43855517327016,274.0446435902418
212.33079065031285,269.2458878376418,295.69580280103395,273.966380879996,233.79877969877225,224.2694731931278
267.38779188266693,-46.27335314707082,261.61391242541146,-27.3047372641973,275.1497660666869,283.34457239025716
155.5698457870533,-11.82884717686909,296.4273756567746,269.9451427470134,237.61251172451747,270.48654449278297
267.73006683827924,143.8107341110354,259.3849076674095,281.86208180284,276.50759422686775,192.20943628096876
264.39969136924753,278.3727631675208,-28.76819401704556,250.26668087442698,260.5925065067779,265.4152058846647
228.06734339940084,262.0719579881306,262.27122438050367,267.7533200865715,242.86471368561462,279.6487449935112
-66.95424137558038,164.2252603112054,267.64338633163675,-14.39024699173639,213.5528438770215,287.0299508413354
210.12238404552602,203.9868421815215,272.68032606090503,278.2412494680061,259.6422671732073,238.6427981105765
130.39398843468283,270.70252509261326,233.91100913311823,293.6898323012166,189.9882936645366,213.35770100857434
268.90582947409644,151.92552803363634,193.84538724649997,260.29547504021014,261.561892123853,187.26002015317803
12.155587821977548,202.31267700284167,20.777975072779554,256.84071827617873,237.35820557311914,264.49270688548575
201.41328292588096,117.42988844543251,-16.40549397750725,255.65330535449726,297.93039399432917,223.1613676303091
226.45966008390684,213.0057237902722,283.7084649088813,248.05993445995747,243.335712055078,254.33265852718688
266.0536898825568,211.8311661361301,244.15509860767207,261.3186074693221,3.2249844432599843,76.74192593514908
262.02533878935884,247.768818426246,271.4364270474663,301.9961639520875,192.50095677410368,249.29582774198062
242.11763312335975,-263.6963911851216,270.70813027537184,184.72336632364102,254.7213159121357,275.1302550829153
243.83367582728437,237.2732040613885,269.2512657520141,268.4485960302327,267.8143788504363,282.57379346591813
250.60606380728404,194.04411649373742,286.96667934347715,226.50567139788433,287.39288374194336,276.15235383355554
259.43606961965435,153.77498296303793,242.0613279730815,-305.9888977048497,248.86201388483502,289.33302335615616
266.22293171170037,237.24103508594152,282.33841838662374,265.75146833574223,299.55523561004134,220.87905922525195
227.59712823486507,233.77719243679417,-99.31472862792815,269.8110853823881,250.4907646306212,254.45221720749535
261.84616986686393,241.7787767042563,222.51020444197582,227.06697500560557,240.03860597341932,268.9468134985186
258.66612810478375,262.2296826269853,271.05514628832833,251.46654504848036,245.78894833530623,279.6104428251059
262.5723883811714,257.7341812612526,275.8858526449177,283.41002255252045,170.86012040328364,271.00481908736253
230.31466106666466,-2.50272423854733,39.605586908723154,236.5776078311854,-52.45599714295881,281.41408551087636
258.03918276548484,7.472763763740858,261.82044082643245,255.0597677953469,287.59135535723055,244.13767463381973
200.67466124245723,136.00028205522136,252.23145513861834,244.56397949380266,238.52063726756145,190.3576599028308
-11.300491860789835,212.13190979187493,271.5664991827117,240.95591079397892,261.9205296077902,242.69882606682884
235.95510228008493,232.62025147718597,213.29806707296592,272.7442530240064,219.90552638686205,262.74214502184304
174.1028683976794,198.77695416444953,239.5719197492608,288.92945002439285,273.14847707975525,257.6558541320857
243.62156106771013,216.91541211392394,295.4570989570717,269.04226811083794,246.9804707767728,243.85407926273797
226.3466594364164,169.82823406196644,206.93268857355832,250.8276554458116,250.82498965298936,-2.4579038831363107
-27.2378366411619,235.94767948796013,237.46774908065552,-231.27999006561873,242.76871735648,264.9754074148596
256.04320617097346,-53.63175210460566,273.07961838320426,267.7934659698931,251.22587840905527,293.12790385901474
15.825151660025757,236.0339797897616,289.67649818965083,250.43890893791516,249.9767952268376,271.48950416370207
278.59713425693315,1.489735339735617,290.3403632849745,254.6189811189971,219.93608594935412,275.55356338991066
124.19957560019537,226.98673377184318,263.839947506952,248.2961196983102,245.60464043055984,242.9460332938577
-29.633038850596733,220.47145957317989,-51.43347539201749,264.92599882300954,272.5087264086251,287.08789843298814
181.4906970503448,-160.3841585793437,-98.53329528432712,247.12851685730803,224.30308807533626,269.5810207340056
259.45241305475975,196.11595557378234,277.8174097984153,254.10301147732372,240.93453971929108,269.2352261225778
271.33655007974266,214.02002267059163,269.88089223091515,247.02891196656068,241.78737382835325,273.5737336359984
-261.72223625838785,275.4964519204635,296.54230485005235,254.0065615231321,245.5034481011488,269.8483435412314
269.65106842636095,270.78558959881383,290.66846074964565,239.48524860898922,262.499699203644,254.02791467656928
263.44007110995767,217.30541568368983,-9.206855135653303,256.8671808082148,5.758854811533553,275.4040434356742
228.8711301557044,199.84484413828608,261.5554984359686,245.62946788579362,233.43584406010217,226.073628547892
-299.03001812311294,249.72538456821954,283.7571538444011,236.74416483881242,282.63837819333105,263.1732093933233
244.98708866812052,226.69064845534743,265.2957644775058,167.57947991000074,252.00313925631582,294.44188132749554
248.76496933412474,238.64560361716178,259.81124388165847,243.90173911662475,262.1181630774747,264.0345931910996
202.23956220955736,259.91521152619623,262.7502387393013,243.28334522048442,234.89604471257317,12.042702840910167
271.1840439356828,210.9725068908761,44.83097808107755,239.2416755175014,210.87482500698383,195.80281034442504
194.33374327066286,-269.66592092659965,287.07685161019924,254.57262981549556,259.39916298429125,293.74828141813043
244.41078272992414,-57.23978446106717,270.4997322050955,239.83571225775168,10.155265729029068,241.79241683137167
253.69680483404457,239.11483261984395,289.15468281379214,269.1516231065149,287.58388417969604,274.6937263452192
282.9363185296218,235.51969692192517,-94.31584259393489,280.840589377534,168.49222148245275,208.8363452314328
300.5753656072188,-133.16659271405734,272.52966146698657,251.60155871216332,260.86356336610504,221.82811756149636
251.3147815659628,261.7250731423293,221.93178133192205,239.95952623313102,290.11262914382394,171.0813170265859
207.18682802109726,-38.66687515757585,275.4946105552225,4.142163109723029,235.71589964974763,216.46338438626174
243.9197085801036,221.68697616825494,261.47294405899845,57.26930379088918,259.6597555763982,258.0667820783241
284.9749840019391,252.2807877090854,253.53125734054115,241.99181887055317,227.85729172230327,-9.177214374485956
237.8278130255424,241.58156171028332,19.41142395410931,261.3955212277641,57.42262557592437,231.7125147469611
257.7320022303634,191.47569201309432,274.84978977946037,224.57502875849946,305.4849376449325,-110.11209203580897
267.3659644406978,277.6102789848694,216.79276452597858,233.4660930592415,248.30046621306428,269.8295286037669
242.0054804269107,-57.44480010683666,-67.92545308356951,-30.20692543899257,281.29197349032285,255.61527826803032
207.816857458146,272.4635601517297,120.61374047859748,253.874198874745,256.79567287507695,272.7639325861295
259.5665569551602,261.6103468056837,293.52669295827695,230.29430886163078,257.087928561976,271.38238550361893
291.405252396264,232.96575929898705,238.54622740995686,239.05846145787842,231.68350340590663,238.05109366321454
194.10725713447331,229.63050089809855,-28.709260278961924,247.09836401339004,259.03756006642993,293.36617774918875
250.92278078917874,139.83553865563997,267.3173250516754,249.41016188153722,245.69848229520403,242.06951411932388
255.4565300797924,221.05422350376028,260.0325673633248,257.4218919858617,266.74732060710005,257.0996140727712
261.55990788225927,-323.3340204535674,257.5327517178605,270.75274478716625,285.7197345482697,227.74715347542332
260.3969656095186,155.89588792577877,270.76735803517823,-1.0488140858056503,242.73759753220335,290.6832300449272
213.43755643857537,-220.42221372968388,309.86329741530716,203.7175768206775,209.95088397479861,266.5035986974248
259.3897490108088,202.96001533966052,253.42705404706646,201.75533128470877,294.9193038433357,285.75913335433097
265.33877319204345,-9.768215320588297,-4.4839679830467105,279.85233104326403,270.85943452440574,258.0290214796072
235.1848424879837,240.58309875910174,241.24232004125287,230.81587810061947,260.5046127934975,248.2828629034354
258.8090517416786,-4.785744198233203,250.610453511732,273.5780074414056,292.34411680188714,253.84139130064253
213.95120304184255,-175.64562726985767,253.52380345056395,261.89055302555244,266.3162852388307,271.32680956745526
241.97367609925558,31.63281127776574,281.16703918271367,297.80680273601683,273.8489532266016,267.66059242493316
295.6985355300109,243.06166061757307,285.2437591891155,274.5426912459242,284.1234936572771,263.3040355731814
249.94232815141888,232.62806559175425,230.10449299473197,235.44877119647333,281.05621433414655,277.08942132718596
266.55705902209115,248.8552937025491,254.37961077753906,231.63547392974496,282.2623748401536,289.70056642329587
227.74391173205987,87.58818891951643,280.51741514299863,209.38204924550718,273.32499332730777,266.97372164233843
257.86438049343263,-18.222062335290218,251.40263916444906,252.96616786853087,258.93359964182815,245.9250400965266
252.7625878557561,250.17053872556104,267.5049610815706,227.32112599066744,299.81764522949845,270.5872238215295
272.44380446760164,258.0220464819329,248.33969902247978,227.33090728175273,239.5127849981023,245.13034191571344
240.40469435836314,253.16419164088322,267.80538926379245,260.27944089235825,250.82702433622305,255.11167410970376
269.5237963574231,-1.1432926580134648,280.3715912090489,222.8434572646231,233.52733207431032,240.46918691004183
231.9621054270657,270.3308951323275,292.4321618353257,-255.30949340679203,235.16027108750507,277.54053515192453
208.78817851095704,122.45164928972008,258.91591419428664,206.39483693785706,252.9522876682516,248.7137958774218
169.44668105170362,-389.0236561907692,251.76764716751399,240.80933297148204,269.9949849300226,268.2137936917376
249.65679318826852,106.66219152866378,251.63547044483286,234.46646651551882,269.8292599533124,288.33508459124715
245.15416546297038,291.8418178702557,31.656245971423726,244.70864208543819,244.65135397566132,262.1694412316137
258.98246869012087,187.2562617340763,113.35160544388856,242.09313353584014,264.3818982611544,271.1113057666273
237.12724298417652,207.65588950049374,-2.631862203430931,246.28002876503348,227.48160038288512,275.65899284276213
193.39717324472912,216.022577140826,257.7614387466116,265.4535302441092,239.20455389778635,278.25826968841784
259.3592961684035,241.79656320004068,-18.287105103211395,257.3947398559393,248.60826222519563,277.7583677603297
273.27168205573355,251.6469714927189,253.23505258202258,222.6915537346981,25.084387836557354,255.57198131194806
262.17609334759896,237.9666486549655,235.3197299646379,221.8040763969184,234.41905689114628,244.97007660156137
264.26514353056956,236.1661809842916,128.79750409659073,259.277914083497,252.97672589888194,249.43480278407668
209.75384499536136,241.21874831159315,274.7266643353363,256.093363986766,305.90132400629784,288.13605031168083
205.84874847144857,218.01546592013668,237.42016863943044,268.483833274006,257.78840828776197,268.6492769334111
264.344575583288,263.8513385797889,225.56422402999956,262.89419501586013,237.4025320023847,228.32571911073381
262.3096409951991,243.60150996823538,-28.94188195139542,280.4717531814832,245.739963972613,224.37984335385272
198.87954295344198,253.8850494925738,266.60934724471986,259.31273286744226,283.3516814706746,277.81019950843506
263.15882294904566,250.89775828269032,242.81852808416798,216.71367455863196,241.3347826952881,225.49192706953815
261.87848573457995,229.67319450405256,13.997127158705212,202.20982521543232,269.5252618304797,218.0447992061114
239.31996686605999,261.34554543677547,267.23770661893,232.31981742523607,259.8405080841401,187.6346866295728
256.27188626373686,198.8177945652876,-28.29648572217895,142.53056771123295,278.852023707748,275.65924757911034
221.71575334039795,-111.26338838437988,248.70866163209976,253.25268549592002,256.3405136057724,266.2882908723875
256.5154395600086,248.55637805384313,-15.18734578610006,183.30561051378584,281.21819797113494,280.1612718958103
234.17601583621962,244.32199892141594,301.2138995028737,192.41800814375648,293.01879597420856,266.4816811891671
239.91646975597496,255.00980712497912,198.86839959095437,258.6955129463785,273.47986006559506,249.7224986266969
266.3443516581485,295.38940293659147,268.02413544391493,236.58042803957053,276.0279404578411,257.64967556384886
247.64955207524915,-82.61630516778938,-15.848213844280195,245.24256531896043,284.13182529943043,239.33589585884118
242.31631847489444,251.74396342219896,15.289153918719464,208.24391117123702,237.34249352113451,39.91241958573494
239.0422851181483,223.28330234713962,256.19116041191774,206.97496837607633,214.27973637568252,13.400716045461223
260.8917165994428,205.20581677111073,254.08310880085216,267.1590422022776,266.71096191529057,46.15941076994358
262.79784901248547,252.56926104638737,273.77134890586456,160.26412289087898,289.7145732996637,13.37477326821383
225.99609206069508,202.80561892967185,280.19368299716984,274.89698477606737,263.86907503306304,290.6862047384103
236.0044178125371,244.2238968816425,32.62411103243977,263.8305946500591,265.1636042473823,297.0522289078905
227.97193242711495,249.06635496777338,56.347621313269144,268.3734660770864,236.90149174263814,277.958801171389
229.11896119777467,289.3137402316663,166.53281459918153,242.08950667504897,188.51661934291755,264.73677015039476
207.7001731637192,222.52184588787276,260.0544680040115,295.907216595026,224.16076571507074,252.94853877003766
274.9575409030872,271.0720717548472,77.39343327858049,274.38797464002687,244.80976949414955,282.35366563876573
272.8735073768735,-203.68416953891222,263.93118743609773,-171.3842855784247,247.66376710514123,246.8124545705449
230.5325494396495,227.43523559836876,262.8623745402407,-374.1986511518159,262.9859292380969,258.63943851846534
215.17288924832923,225.8657848366797,-36.47207013171165,235.40434335946657,240.5509221579017,38.18183882281758
247.38380544260738,243.26274279110245,253.76623895016527,218.9213051290597,251.51052584505788,280.8171385559502
255.8549587336888,210.64562177131327,61.858265525154295,196.70443901614658,245.95425723548684,281.98415348575827
261.06642489860633,249.25507129426444,257.73332819828795,281.765850320029,210.14646269520267,299.06006652171374
233.7031250423363,265.908842299179,248.11814410284882,255.56102481731358,248.69829882872207,266.9470597563765
248.273684121542,205.76263842492511,267.755797923649,261.00794561091334,216.5800972088463,269.99040358232423
261.50182779391525,297.13849313182385,249.79640943603425,219.57436903354008,273.36069711051573,258.5601282985153
218.25645557753177,231.28050829704628,63.72174738338559,264.6013719869235,246.58710441317314,268.3994246874438
222.00592736350046,188.54012552021496,253.65146133672528,244.79893734931568,220.9672480567926,227.17679461876546
262.96971138547053,219.0576752456092,253.82231109083358,244.24560150348785,275.7010872916036,275.82001996037013
257.23883583096756,287.01992075020485,264.7747458221071,212.92944198241318,229.0948621494438,278.24190788436914
252.1472223665065,234.61190085653215,256.8347615323992,-13.163251233783038,27.801768893737872,261.31921504171703
225.51484827593816,168.58129506700442,262.38128109655565,178.02531544107077,-88.07440705347567,240.86681141747314
275.20058963239035,168.58129506700442,265.2564898153358,236.80124930301164,273.581782786115,282.8269937520276
258.38014336357014,168.58129506700442,260.4474184528424,270.9420254036427,305.6836392590644,251.95836777623828
269.3523274639899,168.58129506700442,297.6454448143783,253.42076980470463,43.6881006471734,231.52010326685303
274.1578772042006,168.58129506700442,285.5683497401859,288.6844620310555,254.72841948756644,274.01023354483596
10.647772481098187,168.58129506700442,307.9510941178444,271.68890795801013,233.29469353020463,301.44174250723444
230.50206075364878,168.58129506700442,41.867054773190524,286.83743225892516,226.0601757294407,259.1146759700785
233.90957356004006,168.58129506700442,-171.0604990156172,271.87795369429887,266.8716735964247,258.63788566370863
252.79712867305648,168.58129506700442,240.3042315214135,-4.742685132917529,264.21794491591913,278.0775535701192
209.42216263440838,168.58129506700442,205.14589710682017,252.09470165571435,256.7865065039443,221.8190471803353
216.44777111455008,168.58129506700442,244.14149493298305,269.0375353117147,269.1175828429144,15.866773927444171
-250.993768958441,168.58129506700442,261.4882896951731,255.29358407437593,261.49588397813284,214.99961926609774
282.59050895252045,168.58129506700442,268.3623978982397,180.05933310586107,174.51075574433284,280.3021561642099
252.67728563702963,168.58129506700442,-117.6829996388791,247.1679682412597,225.11193058298431,-48.31377749137664
264.09621375580514,168.58129506700442,39.82153992352029,-35.788367759934,300.84812831161923,-25.544940435120395
-1.8257998880897475,168.58129506700442,268.23394194143094,228.78643889310177,233.03584501330508,286.2069291598417
272.10962139907906,168.58129506700442,295.823465603889,-16.881406360928207,276.2144402446679,250.16284592155176
269.3730317846035,168.58129506700442,268.9315561584057,13.98212192649116,310.63842549213757,279.6761424867139
239.67888217454637,168.58129506700442,278.7637316112467,-40.53560479905388,282.03178253485237,248.79634967163486
248.4465342765751,168.58129506700442,272.487977047952,-92.74595912792098,260.4662925056067,235.435455000764
244.85170702695868,168.58129506700442,287.5837645908882,255.9019607035054,201.63462594397697,255.45681539393263
245.10350962610235,168.58129506700442,259.15895021884006,228.33834243395043,258.03592773505443,234.01577347658247
266.78025431981825,168.58129506700442,252.46683775576318,279.5363514904272,265.8962345910801,255.59447359000342
243.5917501658518,168.58129506700442,244.67375164867246,238.6979596713857,15.620404650324673,278.05473087794826
